Date,Store,Dept,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,Super_Bowl,Labor_Day,Thanksgiving,Christmas,week,month,year
2010-02-05,2,1,35034.06,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,2,74661.16,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,3,16873.2,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,4,47681.96,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,5,34025.45,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,6,7472.24,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,7,28512.95,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,8,69634.8,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-05,2,9,24162.08,False,40.19,2.572,0.0,0.0,0.0,0.0,0.0,210.7526053,8.324,A,202307,False,False,False,False,5,2,2010
2010-02-12,2,1,60483.7,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,2,65487.46,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,3,13821.01,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,4,44197.95,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,5,37978.19,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,6,12491.16,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,7,29067.99,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,8,63393.29,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-12,2,9,21365.98,True,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,A,202307,True,False,False,False,6,2,2010
2010-02-19,2,1,58221.52,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,2,70853.58,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,3,14607.28,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,4,46131.14,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,5,31620.12,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,6,10592.63,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,7,31003.4,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,8,66589.27,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-19,2,9,25458.81,False,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,A,202307,False,False,False,False,7,2,2010
2010-02-26,2,1,25962.32,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,2,64963.9,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,3,15635.95,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,4,42126.71,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,5,26394.97,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,6,8273.51,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,7,24275.91,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,8,61875.48,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-02-26,2,9,24049.15,False,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,A,202307,False,False,False,False,8,2,2010
2010-03-05,2,1,27372.05,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,2,68428.64,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,3,14895.96,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,4,46937.81,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,5,28609.08,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,6,6068.64,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,7,29442.87,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,8,67041.18,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-05,2,9,29094.0,False,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,A,202307,False,False,False,False,9,3,2010
2010-03-12,2,1,28660.87,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,2,66622.03,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,3,13061.56,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,4,42489.21,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,5,35103.72,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,6,8030.58,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,7,27494.27,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,8,63800.16,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-12,2,9,31571.2,False,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,A,202307,False,False,False,False,10,3,2010
2010-03-19,2,1,28446.92,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,2,64307.01,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,3,10394.28,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,4,44622.56,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,5,33232.94,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,6,6365.82,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,7,33700.33,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,8,60353.6,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-19,2,9,44918.36,False,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,A,202307,False,False,False,False,11,3,2010
2010-03-26,2,1,32213.99,False,51.26,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,A,202307,False,False,False,False,12,3,2010
