Date,Store,Dept,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,Super_Bowl,Labor_Day,Thanksgiving,Christmas,week,month,year
2010-02-05,3,1,6453.58,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,2,17566.72,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,3,4710.29,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,4,8495.1,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,5,15051.48,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,6,2181.93,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,7,8914.32,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,8,9556.23,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,9,4349.71,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,10,11396.86,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,11,4893.73,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,12,2353.57,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,13,11747.06,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,14,4615.67,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,16,3701.57,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,17,3163.43,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,18,2201.25,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,19,764.14,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,20,1771.44,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,21,1228.56,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,22,4508.2,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,23,10280.8,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,24,2581.34,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,25,4787.5,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,26,4652.78,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,27,947.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,28,176.25,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,29,1968.94,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,30,1977.76,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,31,1272.76,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,32,6928.39,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,33,4127.49,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,34,6032.36,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,35,1785.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,36,245.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,38,155897.94,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,40,19987.85,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,41,557.58,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,42,3680.66,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,44,1771.82,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,45,4.5,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,46,6504.28,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,47,10.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,51,7.74,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,52,884.73,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,54,133.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,55,9326.41,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,56,783.32,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,59,321.02,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,60,132.0,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,67,1824.2,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,71,1636.73,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,72,35038.89,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,74,4297.26,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,79,8342.99,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,81,1159.71,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,82,5949.29,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,85,616.3,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,87,1768.81,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,90,1460.05,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
2010-02-05,3,91,166.19,False,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.368,B,37392,False,False,False,False,5,2,2010
